;estado;cidade;pib;populacao;pib_percapita;sigla;regiao
4628;RIO DE JANEIRO;Niterói;10800670.0;479384;22530.31054688;RJ;SUDESTE
4629;MARANHÃO;Balsas;1120221.375;83617;13397.04980469;;
4630;BAHIA;Boa Nova;50579.9765625;15427;3278.66992188;BA;NORDESTE
4631;PERNAMBUCO;Brejão;50748.40234375;9780;5189.0;PE;NORDESTE
4632;MINAS GERAIS;Piedade dos Gerais;27067.94140625;4762;5684.14990234;MG;SUDESTE
4633;PARÁ;Tracuateua;69502.9765625;27825;2497.86010742;;
4634;RIO GRANDE DO NORTE;Antônio Martins;29558.55664062;7245;4079.86010742;RN;NORDESTE
4635;SANTA CATARINA;Saudades;138512.796875;8929;15512.69042969;SC;SUL
4636;MARANHÃO;Governador Newton Bello;52123.2421875;11642;4477.16992188;;
4637;RIO GRANDE DO SUL;Taquara;563392.4375;55473;10156.16015625;RS;SUL
4638;MINAS GERAIS;Cambuí;326565.71875;26365;12386.33007812;MG;SUDESTE
4639;MARANHÃO;Cantanhede;59457.3125;19564;3039.12011719;;
4640;MINAS GERAIS;Carmésia;13151.90039062;2712;4849.52001953;MG;SUDESTE
4641;RONDÔNIA;Cacaulândia;102527.7109375;5736;17874.4296875;;
4642;SÃO PAULO;Urânia;87492.9765625;9007;9713.88964844;;
4643;GOIÁS;Cachoeira Alta;132794.640625;8235;16125.63964844;;
4644;MATO GROSSO;Sinop;1813363.25;114051;15899.58007812;MT;CENTRO-OESTE
4645;TOCANTINS;Campos Lindos;226778.234375;8079;28070.08984375;TO;NORTE
4646;PARANÁ;Jundiaí do Sul;35101.26953125;3777;9293.4296875;;
4647;MINAS GERAIS;Rio Acima;85513.75;8685;9846.13964844;MG;SUDESTE
4648;SANTA CATARINA;Governador Celso Ramos;117229.25;12704;9227.74023438;SC;SUL
4649;MINAS GERAIS;Itaúna;1224195.625;85838;14261.70019531;MG;SUDESTE
4650;MARANHÃO;Igarapé do Meio;75123.78125;12291;6112.10009766;;
4651;GOIÁS;Água Fria de Goiás;89004.4453125;5318;16736.44921875;;
4652;MATO GROSSO;Novo Santo Antônio;18348.640625;2325;7891.89013672;MT;CENTRO-OESTE
4653;RIO GRANDE DO NORTE;Grossos;92027.8671875;9886;9308.91015625;RN;NORDESTE
4654;ALAGOAS;Coqueiro Seco;19754.61328125;5525;3575.5;AL;NORDESTE
4655;PIAUÍ;Jacobina do Piauí;21993.23242188;5831;3771.7800293;;
4656;RIO GRANDE DO SUL;Três Arroios;34917.92578125;3079;11340.66992188;RS;SUL
4657;MINAS GERAIS;Rio Doce;16774.27734375;2656;6315.62011719;MG;SUDESTE
4658;PARÁ;Jacundá;221262.140625;55900;3958.17993164;;
4659;RIO GRANDE DO NORTE;Coronel Ezequiel;24485.14453125;5399;4535.12988281;RN;NORDESTE
4660;RIO GRANDE DO NORTE;Lagoa Nova;54598.9765625;13718;3980.10009766;RN;NORDESTE
4661;CEARÁ;Baixio;22142.4765625;5991;3695.95996094;;
4662;SANTA CATARINA;Riqueza;55484.09375;5126;10824.04980469;SC;SUL
4663;PARANÁ;Nova Esperança;312743.09375;26591;11761.24023438;;
4664;RIO GRANDE DO SUL;Ibirapuitã;55098.28515625;4315;12769.00976562;RS;SUL
4665;RONDÔNIA;Parecis;83712.1875;4802;17432.76953125;;
4666;BAHIA;Barra da Estiva;127462.8515625;20537;6206.5;BA;NORDESTE
4667;CEARÁ;Catarina;47258.05078125;18010;2623.98999023;;
4668;ESPIRITO SANTO;Anchieta;2193130.75;20226;108431.2734375;ES;SUDESTE
4669;BAHIA;Filadélfia;53721.9609375;16215;3313.10009766;BA;NORDESTE
4670;SÃO PAULO;Roseira;240654.0625;9527;25260.2109375;;
4671;RIO GRANDE DO SUL;Arroio do Meio;527789.875;19059;27692.41992188;RS;SUL
4672;PERNAMBUCO;Araçoiaba;54776.1953125;17484;3132.92993164;PE;NORDESTE
4673;PARÁ;Igarapé-Miri;156092.75;57003;2738.33007812;;
4674;BAHIA;Serrolândia;45652.41796875;12665;3604.61010742;BA;NORDESTE
4675;PARANÁ;Ribeirão Claro;116140.796875;11246;10327.29980469;;
4676;MATO GROSSO;Rio Branco;44930.54296875;5208;8627.21972656;MT;CENTRO-OESTE
4677;PERNAMBUCO;Quipapá;98738.21875;25603;3856.51000977;PE;NORDESTE
4678;SÃO PAULO;Tabatinga;163077.953125;14876;10962.49023438;;
4679;MATO GROSSO;Alto Boa Vista;53055.69140625;5475;9690.54003906;MT;CENTRO-OESTE
4680;ESPIRITO SANTO;Santa Leopoldina;109372.296875;12743;8582.9296875;ES;SUDESTE
4681;SANTA CATARINA;Navegantes;911398.5;57324;15899.0703125;SC;SUL
4682;SÃO PAULO;Porto Ferreira;889695.1875;51090;17414.26953125;;
4683;PARAÍBA;Dona Inês;40716.37109375;11142;3654.31005859;;
4684;MINAS GERAIS;Pratinha;61587.046875;3435;17929.26953125;MG;SUDESTE
4685;PARANÁ;São José da Boa Vista;64582.859375;6320;10218.80957031;;
4686;MINAS GERAIS;Dom Cavati;28930.48242188;5811;4978.56982422;MG;SUDESTE
4687;AMAZONAS;São Gabriel da Cachoeira;202045.265625;41885;4823.81005859;AM;NORTE
4688;PARANÁ;Moreira Sales;145827.890625;13238;11015.86035156;;
4689;PARAÍBA;São José do Bonfim;12397.72070312;3314;3741.01000977;;
4690;TOCANTINS;Piraquê;30794.62890625;3127;9847.98046875;TO;NORTE
4691;CEARÁ;Crateús;331236.40625;75249;4401.87011719;;
4692;PERNAMBUCO;Paranatama;52088.41796875;12441;4186.83984375;PE;NORDESTE
4693;RIO DE JANEIRO;Cordeiro;199012.96875;19902;9999.65039062;RJ;SUDESTE
4694;CEARÁ;Campos Sales;98834.7265625;26417;3741.33007812;;
4695;GOIÁS;Iaciara;82438.8828125;12855;6412.97998047;;
4696;PARAÍBA;Santa Inês;14049.64453125;3834;3664.48999023;;
4697;RIO GRANDE DO SUL;Rondinha;82017.515625;5736;14298.73046875;RS;SUL
4698;PARANÁ;Mariluz;75293.65625;10861;6932.47998047;;
4699;RIO GRANDE DO SUL;Lavras do Sul;143841.15625;8399;17125.99023438;RS;SUL
4700;SÃO PAULO;Águas de Lindóia;172769.0625;16341;10572.73046875;;
4701;PIAUÍ;Nossa Senhora de Nazaré;14816.15527344;4192;3534.38989258;;
4702;GOIÁS;Jaraguá;299434.40625;41772;7168.29980469;;
4703;BAHIA;Jitaúna;57266.8359375;16365;3499.35009766;BA;NORDESTE
4704;RIO GRANDE DO SUL;Paim Filho;53447.82421875;4526;11809.05957031;RS;SUL
4705;MINAS GERAIS;Aiuruoca;52582.87109375;6210;8467.45019531;MG;SUDESTE
4706;MINAS GERAIS;Felisburgo;32274.11328125;7024;4594.83007812;MG;SUDESTE
4707;RIO GRANDE DO SUL;Nova Hartz;323488.78125;17772;18202.16015625;RS;SUL
4708;MINAS GERAIS;Conceição da Barra de Minas;27938.48632812;4077;6852.70996094;MG;SUDESTE
4709;PARANÁ;Colorado;382881.75;21789;17572.25;;
4710;MINAS GERAIS;Santa Rita do Sapucaí;597007.375;36150;16514.73046875;MG;SUDESTE
4711;BAHIA;Lapão;109688.2421875;26616;4121.14013672;BA;NORDESTE
4712;PARAÍBA;Boa Vista;65828.1484375;5908;11142.20019531;;
4713;MINAS GERAIS;Itabirito;817722.0;43832;18655.8203125;MG;SUDESTE
4714;RIO GRANDE DO NORTE;Natal;10369581.0;806203;12862.25;RN;NORDESTE
4715;PIAUÍ;Alto Longá;41034.5625;14147;2900.58007812;;
4716;ESPIRITO SANTO;Domingos Martins;308253.09375;32455;9497.86035156;ES;SUDESTE
4717;PERNAMBUCO;São Benedito do Sul;38045.48828125;10838;3510.37988281;PE;NORDESTE
4718;PARANÁ;Palmital;107584.8203125;15548;6919.52978516;;
4719;GOIÁS;Jesúpolis;13104.99804688;2296;5707.75;;
4720;MINAS GERAIS;Astolfo Dutra;127486.65625;13109;9725.12011719;MG;SUDESTE
4721;PARAÍBA;São José de Espinharas;24638.578125;5045;4883.75976562;;
4722;BAHIA;Anguera;26372.31835938;9826;2683.92993164;BA;NORDESTE
4723;GOIÁS;Damianópolis;17035.70117188;3678;4631.77978516;;
4724;SERGIPE;Ilha das Flores;38105.6328125;8906;4278.64990234;SE;NORDESTE
4725;MARANHÃO;Santa Rita;99755.2421875;32872;3034.65991211;;
4726;BAHIA;Caetanos;30036.10546875;12307;2440.57006836;BA;NORDESTE
4727;RIO GRANDE DO SUL;Tupandi;114727.6875;3931;29185.36914062;RS;SUL
4728;PARAÍBA;Água Branca;34446.609375;9581;3595.30004883;;
4729;MARANHÃO;Alcântara;65418.3046875;22020;2970.86010742;;
4730;BAHIA;Paratinga;96737.9765625;29874;3238.19995117;BA;NORDESTE
4731;PIAUÍ;SimõEs;58005.26171875;14167;4094.38989258;;
4732;SANTA CATARINA;Canelinha;101460.0;10168;9978.36035156;SC;SUL
4733;MINAS GERAIS;Divino;106150.0234375;20099;5281.35986328;MG;SUDESTE
4734;BAHIA;Floresta Azul;42329.94140625;10364;4084.32006836;BA;NORDESTE
4735;MATO GROSSO;Jaciara;382745.5625;25922;14765.28027344;MT;CENTRO-OESTE
4736;CEARÁ;Pires Ferreira;31351.3984375;9857;3180.62011719;;
4737;RIO GRANDE DO NORTE;Tibau do Sul;71593.453125;11707;6115.43994141;RN;NORDESTE
4738;MARANHÃO;Dom Pedro;79900.609375;22086;3617.69995117;;
4739;SÃO PAULO;Saltinho;107210.8046875;7149;14996.62011719;;
4740;MINAS GERAIS;Mato Verde;58693.7109375;12957;4529.87988281;MG;SUDESTE
4741;AMAZONAS;São Sebastião do Uatumã;32970.34765625;9268;3557.43994141;AM;NORTE
4742;MATO GROSSO;Acorizal;51665.796875;5659;9129.84960938;MT;CENTRO-OESTE
4743;ALAGOAS;Mar Vermelho;15055.91699219;4131;3644.62011719;AL;NORDESTE
4744;MINAS GERAIS;São João Nepomuceno;177288.109375;26160;6777.06982422;MG;SUDESTE
4745;MINAS GERAIS;Conceição do Rio Verde;113550.8984375;13244;8573.75976562;MG;SUDESTE
4746;MINAS GERAIS;Paiva;11832.640625;1687;7014.00976562;MG;SUDESTE
4747;SÃO PAULO;Nova Castilho;26578.25976562;1122;23688.2890625;;
4748;MINAS GERAIS;Bom Despacho;499249.78125;44265;11278.66015625;MG;SUDESTE
4749;RIO GRANDE DO SUL;Candelária;409361.71875;30423;13455.66992188;RS;SUL
4750;BAHIA;Santa Teresinha;33876.703125;10546;3212.2800293;BA;NORDESTE
4751;SÃO PAULO;Ribeirão Branco;203091.0;18607;10914.75976562;;
4752;SANTA CATARINA;Rio Negrinho;531999.8125;44633;11919.4296875;SC;SUL
4753;CEARÁ;Orós;91515.421875;21784;4201.04003906;;
4754;PERNAMBUCO;Macaparana;96728.0078125;24031;4025.12988281;PE;NORDESTE
4755;PARÁ;São Domingos do Araguaia;92794.3046875;22063;4205.87988281;;
4756;ALAGOAS;Jaramataia;23547.14648438;6140;3835.04003906;AL;NORDESTE
4757;PARÁ;Pacajá;158200.59375;41953;3770.89990234;;
4758;SÃO PAULO;Indaiatuba;5156607.5;183803;28055.08007812;;
4759;SANTA CATARINA;Dona Emma;46140.10546875;3583;12877.50976562;SC;SUL
4760;SANTA CATARINA;Atalanta;50381.9765625;3402;14809.51953125;SC;SUL
4761;PARANÁ;Mamborê;263614.625;14332;18393.4296875;;
4762;RIO GRANDE DO SUL;São Martinho da Serra;66114.0390625;3579;18472.76953125;RS;SUL
4763;PERNAMBUCO;Custódia;161101.578125;33874;4755.91015625;PE;NORDESTE
4764;SÃO PAULO;Cabrália Paulista;113450.7734375;4369;25967.22070312;;
4765;SÃO PAULO;Itaóca;21155.91796875;3143;6731.12011719;;
4766;PARANÁ;Almirante Tamandaré;577882.25;97523;5925.60009766;;
4767;ESPIRITO SANTO;Nova Venécia;465862.75;46354;10050.11035156;ES;SUDESTE
4768;RIO GRANDE DO NORTE;Cerro Corá;50042.41796875;11235;4454.14990234;RN;NORDESTE
4769;MINAS GERAIS;Cruzília;104239.1171875;15373;6780.66015625;MG;SUDESTE
4770;GOIÁS;Cavalcante;186038.578125;10398;17891.76953125;;
4771;BAHIA;São José da Vitória;20077.56640625;6270;3202.15991211;BA;NORDESTE
4772;GOIÁS;Campos Belos;104675.78125;19166;5461.54003906;;
4773;GOIÁS;Nova Glória;60245.73828125;8632;6979.35009766;;
4774;TOCANTINS;Natividade;63293.33984375;9396;6736.20019531;TO;NORTE
4775;MINAS GERAIS;Arinos;113755.6796875;18153;6266.49023438;MG;SUDESTE
4776;MARANHÃO;Parnarama;120248.4140625;36300;3312.62988281;;
4777;ALAGOAS;Feira Grande;67006.5546875;21824;3070.32006836;AL;NORDESTE
4778;PIAUÍ;Elesbão Veloso;54116.52734375;14490;3734.75;;
4779;MINAS GERAIS;Tumiritinga;34187.10546875;6198;5515.83007812;MG;SUDESTE
4780;MINAS GERAIS;Francisco Dumont;28876.14648438;4987;5790.27978516;MG;SUDESTE
4781;MINAS GERAIS;Vieiras;29292.23242188;3899;7512.75976562;MG;SUDESTE
4782;PARANÁ;Figueira;60627.41015625;8485;7145.25;;
4783;MINAS GERAIS;Antônio Prado de Minas;14403.46777344;2070;6958.20019531;MG;SUDESTE
4784;MARANHÃO;São Vicente Ferrer;39492.9609375;20463;1929.9699707;;
4785;SANTA CATARINA;Jupiá;28970.68554688;2185;13258.88964844;SC;SUL
4786;PARÁ;Cametá;328735.40625;117099;2807.33007812;;
4787;MINAS GERAIS;Engenheiro Caldas;56074.13671875;10908;5140.64013672;MG;SUDESTE
4788;PERNAMBUCO;Itambé;175518.515625;36126;4858.50976562;PE;NORDESTE
4789;SÃO PAULO;Guaiçara;130954.9921875;11206;11686.15039062;;
4790;PARAÍBA;Santa Cruz;25700.4375;6677;3849.10009766;;
4791;MATO GROSSO DO SUL;Rochedo;80849.7578125;4480;18046.8203125;MS;CENTRO-OESTE
4792;PARAÍBA;Remígio;69606.3515625;17423;3995.08007812;;
4793;GOIÁS;Ceres;193604.6875;19069;10152.84960938;;
4794;PARÁ;Maracanã;94502.7109375;29417;3212.52001953;;
4795;CEARÁ;Maranguape;643602.6875;110523;5823.25;;
4796;MINAS GERAIS;Belo Vale;47929.59765625;7470;6416.27978516;MG;SUDESTE
4797;CEARÁ;Barroquinha;53454.80859375;15558;3435.84008789;;
4798;MINAS GERAIS;Itabirinha;50568.87109375;10819;4674.08007812;MG;SUDESTE
4799;PIAUÍ;São João da Canabrava;15651.91992188;4511;3469.7199707;;
4800;SÃO PAULO;Borebi;34413.14453125;2349;14650.12988281;;
4801;RIO GRANDE DO SUL;Sinimbu;121152.40625;10706;11316.30957031;RS;SUL
4802;MINAS GERAIS;Simonésia;96474.9296875;17933;5379.74023438;MG;SUDESTE
4803;BAHIA;Remanso;155141.328125;39705;3907.35009766;BA;NORDESTE
4804;MINAS GERAIS;Poços de Caldas;2818455.75;151449;18609.9296875;MG;SUDESTE
4805;MINAS GERAIS;Carvalhos;26771.07617188;4735;5653.87011719;MG;SUDESTE
4806;MINAS GERAIS;Sabinópolis;87639.6796875;16326;5368.10986328;MG;SUDESTE
4807;MINAS GERAIS;Minas Novas;120427.390625;31647;3805.33007812;MG;SUDESTE
4808;RONDÔNIA;Pimenteiras do Oeste;68966.140625;2415;28557.41015625;;
4809;PARANÁ;Boa Ventura de São Roque;88497.1484375;6964;12707.79980469;;
4810;MINAS GERAIS;Bela Vista de Minas;57826.421875;10333;5596.29003906;MG;SUDESTE
4811;MINAS GERAIS;Aracitaba;15587.87890625;1885;8269.4296875;MG;SUDESTE
4812;TOCANTINS;Babaçulândia;93242.9921875;10698;8715.9296875;TO;NORTE
4813;TOCANTINS;Pugmil;32357.92773438;2252;14368.53027344;TO;NORTE
4814;PARANÁ;Jataizinho;81946.609375;11604;7061.93017578;;
4815;PARAÍBA;Santarém;11645.21484375;2749;4236.16015625;;
4816;RIO DE JANEIRO;Santo Antônio de Pádua;515187.90625;42405;12149.23046875;RJ;SUDESTE
4817;SÃO PAULO;Boituva;1223898.125;44906;27254.66992188;;
4818;MINAS GERAIS;Salinas;237517.859375;38789;6123.33007812;MG;SUDESTE
4819;SÃO PAULO;Campo Limpo Paulista;838058.875;74863;11194.5703125;;
4820;RIO DE JANEIRO;Maricá;1079824.375;123492;8744.08007812;RJ;SUDESTE
4821;TOCANTINS;Wanderlândia;66966.7734375;9493;7054.33007812;TO;NORTE
4822;RIO GRANDE DO SUL;Aceguá;115000.703125;4347;26455.18945312;RS;SUL
4823;MARANHÃO;Água Doce do Maranhão;37689.296875;12460;3024.82006836;;
4824;MINAS GERAIS;Angelândia;47678.96484375;8571;5562.81982422;MG;SUDESTE
4825;RIO GRANDE DO SUL;Cristal;93160.71875;7393;12601.20996094;RS;SUL
4826;GOIÁS;Santa Rosa de Goiás;20780.69140625;2765;7515.62011719;;
4827;MATO GROSSO DO SUL;Iguatemi;215600.4375;15222;14163.74023438;MS;CENTRO-OESTE
4828;MINAS GERAIS;Catas Altas;70746.1015625;4795;14754.13964844;MG;SUDESTE
4829;BAHIA;Maragogipe;178405.578125;43921;4061.9699707;BA;NORDESTE
4830;MINAS GERAIS;Brasilândia de Minas;134720.109375;13593;9910.99023438;MG;SUDESTE
4831;RIO GRANDE DO NORTE;Caraúbas;156053.3125;20471;7623.14013672;RN;NORDESTE
4832;RIO GRANDE DO SUL;Caxias do Sul;12509582.0;410166;30498.83007812;RS;SUL
4833;SÃO PAULO;Onda Verde;129986.5;4005;32456.05078125;;
4834;MINAS GERAIS;Santana de Cataguases;19561.33984375;3785;5168.12011719;MG;SUDESTE
4835;AMAPÁ;Serra do Navio;109795.3046875;3982;27572.90039062;;
4836;RIO GRANDE DO SUL;Seberi;137429.21875;11098;12383.24023438;RS;SUL
4837;RIO GRANDE DO SUL;Dois Irmãos das Missões;47824.69140625;2444;19568.19921875;RS;SUL
4838;BAHIA;Novo Triunfo;36864.1328125;14763;2497.06005859;BA;NORDESTE
4839;PIAUÍ;Baixa Grande do Ribeiro;187569.125;10804;17361.08007812;;
4840;SANTA CATARINA;Balneário Gaivota;63575.9375;7959;7987.93017578;SC;SUL
4841;RIO GRANDE DO SUL;Gramado dos Loureiros;21962.37695312;2399;9154.79980469;RS;SUL
4842;BAHIA;Jiquiriçá;50515.6328125;13772;3668.0;BA;NORDESTE
4843;RIO GRANDE DO SUL;Paraíso do Sul;99716.1171875;7643;13046.71972656;RS;SUL
4844;SANTA CATARINA;Pinhalzinho;397378.125;15692;25323.609375;SC;SUL
4845;TOCANTINS;Araguaçu;106934.7265625;9225;11591.83984375;TO;NORTE
4846;BAHIA;Ituaçu;82193.359375;18772;4378.50976562;BA;NORDESTE
4847;TOCANTINS;Talismã;36111.77734375;2663;13560.55957031;TO;NORTE
4848;SÃO PAULO;Martinópolis;292783.40625;25533;11466.86035156;;
4849;SÃO PAULO;Aguaí;476532.65625;32101;14844.79003906;;
4850;MARANHÃO;Pio Xii;70833.7578125;22220;3187.84008789;;
4851;MINAS GERAIS;Lassance;127364.8671875;6651;19149.73046875;MG;SUDESTE
4852;MINAS GERAIS;Ouro Verde de Minas;29680.8046875;7215;4113.75976562;MG;SUDESTE
4853;MINAS GERAIS;Bom Repouso;84637.828125;10826;7818.02001953;MG;SUDESTE
4854;SÃO PAULO;Taquaritinga;644853.5625;55662;11585.16992188;;
4855;MINAS GERAIS;Serra dos Aimorés;85138.171875;8667;9823.25976562;MG;SUDESTE
4856;SÃO PAULO;Jaú;1760822.5;135546;12990.58984375;;
4857;PARÁ;Goianésia do Pará;127624.2265625;29164;4376.08984375;;
4858;PARANÁ;Nova Aliança do Ivaí;21147.484375;1434;14747.20019531;;
4859;SÃO PAULO;Dois Córregos;363964.34375;26040;13977.12988281;;
4860;GOIÁS;Aurilândia;34192.81640625;3709;9218.87988281;;
4861;SÃO PAULO;Iaras;51714.51171875;5658;9140.0703125;;
4862;BAHIA;Paulo Afonso;1743769.875;106703;16342.28027344;BA;NORDESTE
4863;MINAS GERAIS;Guaxupé;1037274.25;49719;20862.73046875;MG;SUDESTE
4864;TOCANTINS;Brasilândia do Tocantins;26675.76757812;2208;12081.41992188;TO;NORTE
4865;PERNAMBUCO;Cumaru;65920.3203125;13812;4772.68017578;PE;NORDESTE
4866;SÃO PAULO;Cafelândia;192295.0;16778;11461.13964844;;
4867;BAHIA;Barreiras;1693253.625;137832;12284.91015625;BA;NORDESTE
4868;PARÁ;Santa Isabel do Pará;277844.90625;55570;4999.91015625;;
4869;MINAS GERAIS;Candeias;129657.625;16281;7963.74023438;MG;SUDESTE
4870;SÃO PAULO;Silveiras;46585.80078125;5841;7975.64990234;;
4871;MINAS GERAIS;Belo Horizonte;44595204.0;2452617;18182.69921875;MG;SUDESTE
4872;MINAS GERAIS;Santa Rita de Minas;58281.58984375;5980;9746.08007812;MG;SUDESTE
4873;MINAS GERAIS;Mário Campos;75661.0546875;12029;6289.89013672;MG;SUDESTE
4874;MINAS GERAIS;Caiana;35661.89453125;4733;7534.72998047;MG;SUDESTE
4875;PARANÁ;São José dos Pinhais;11511811.0;279297;41217.1015625;;
4876;BAHIA;Apuarema;32103.33984375;7610;4218.56982422;BA;NORDESTE
4877;RIO GRANDE DO SUL;Ponte Preta;23686.04882812;1846;12831.00976562;RS;SUL
4878;PARANÁ;Guapirama;41972.16796875;3645;11515.0;;
4879;RIO GRANDE DO NORTE;Porto do Mangue;96511.578125;5033;19175.75976562;RN;NORDESTE
4880;MATO GROSSO;Campinápolis;113937.0703125;14301;7967.06982422;MT;CENTRO-OESTE
4881;GOIÁS;Anápolis;8109760.0;335960;24139.06054688;;
4882;BAHIA;Cachoeira;193704.671875;33782;5733.95996094;BA;NORDESTE
4883;MINAS GERAIS;Rubelita;32559.80859375;8097;4021.2199707;MG;SUDESTE
4884;MINAS GERAIS;Ladainha;59610.83984375;17195;3466.75;MG;SUDESTE
4885;PERNAMBUCO;Camocim de São Félix;67847.71875;16574;4093.62011719;PE;NORDESTE
4886;MATO GROSSO DO SUL;Vicentina;60769.06640625;5783;10508.23046875;MS;CENTRO-OESTE
4887;RIO GRANDE DO NORTE;Encanto;23171.35546875;5365;4318.99023438;RN;NORDESTE
4888;RIO GRANDE DO SUL;Rosário do Sul;535277.0;41746;12822.24023438;RS;SUL
4889;RIO GRANDE DO SUL;Dom Feliciano;155935.0;15300;10191.83007812;RS;SUL
4890;SÃO PAULO;Osvaldo Cruz;411053.875;31461;13065.50976562;;
4891;RIO GRANDE DO SUL;Arroio do Sal;80252.4140625;7291;11007.04980469;RS;SUL
4892;MARANHÃO;Tufilândia;28744.01367188;5687;5054.33984375;;
4893;PIAUÍ;Angical do Piauí;25210.82421875;6793;3711.29003906;;
4894;RIO GRANDE DO SUL;Vista Alegre;37703.0859375;2932;12859.16992188;RS;SUL
4895;TOCANTINS;Itaporã do Tocantins;31261.0703125;3135;9971.62988281;TO;NORTE
4896;SANTA CATARINA;Antônio Carlos;255497.78125;7466;34221.51171875;SC;SUL
4897;MATO GROSSO;Ribeirãozinho;32890.05078125;2194;14990.91015625;MT;CENTRO-OESTE
4898;GOIÁS;Montes Claros de Goiás;104265.5703125;8070;12920.15039062;;
4899;PIAUÍ;Pajeú do Piauí;12159.56835938;3802;3198.19995117;;
4900;RIO GRANDE DO NORTE;Riachuelo;29479.8203125;7171;4110.97998047;RN;NORDESTE
4901;PIAUÍ;Eliseu Martins;17763.77539062;4923;3608.32006836;;
4902;GOIÁS;Palmeiras de Goiás;426385.15625;22798;18702.74023438;;
4903;PIAUÍ;Santa Cruz do Piauí;19409.03515625;5969;3251.63989258;;
4904;SÃO PAULO;Júlio Mesquita;32815.91015625;4539;7229.77001953;;
4905;MINAS GERAIS;Matipó;157143.3125;17017;9234.49023438;MG;SUDESTE
4906;MINAS GERAIS;Santa Maria do Salto;25498.65429688;5989;4257.58007812;MG;SUDESTE
4907;TOCANTINS;Aragominas;38742.546875;5555;6974.35986328;TO;NORTE
4908;MARANHÃO;São João Batista;47761.42578125;18570;2571.9699707;;
4909;SÃO PAULO;Santana de Parnaíba;3233583.0;114321;28285.11914062;;
4910;SANTA CATARINA;Santa Terezinha;134408.484375;9363;14355.28027344;SC;SUL
4911;PARANÁ;Sulina;42495.37109375;3434;12374.88964844;;
4912;SÃO PAULO;Pirapora do Bom Jesus;123798.3671875;15706;7882.22998047;;
4913;SÃO PAULO;Américo de Campos;49532.8203125;5488;9025.66015625;;
4914;ACRE;Xapuri;150262.34375;15079;9965.00976562;AC;NORTE
4915;SANTA CATARINA;Rodeio;133049.5625;11215;11863.54003906;SC;SUL
4916;RIO GRANDE DO SUL;Mormaço;48588.73046875;2713;17909.58984375;RS;SUL
4917;SÃO PAULO;Carapicuíba;3068291.25;392701;7813.29980469;;
4918;RIO GRANDE DO NORTE;Florânia;41976.34375;8487;4945.95996094;RN;NORDESTE
4919;MINAS GERAIS;Itanhomi;63975.62109375;12357;5177.27978516;MG;SUDESTE
4920;SANTA CATARINA;Fraiburgo;505606.65625;36469;13864.00976562;SC;SUL
4921;SÃO PAULO;São Paulo;389317152.0;11037593;35271.9296875;;
4922;PARAÍBA;Vieirópolis;16745.3203125;4908;3411.84008789;;
4923;BAHIA;Ruy Barbosa;125032.375;30422;4109.93017578;BA;NORDESTE
4924;BAHIA;Olindina;92409.46875;24557;3763.06005859;BA;NORDESTE
4925;RIO GRANDE DO SUL;Nova Candelária;64413.734375;2789;23095.640625;RS;SUL
4926;ESPIRITO SANTO;Apiacá;48217.1796875;7883;6116.60009766;ES;SUDESTE
4927;PARANÁ;Santa Inês;20552.97460938;1882;10920.8203125;;
4928;RIO GRANDE DO SUL;Arroio Grande;313982.40625;18748;16747.51953125;RS;SUL
4929;TOCANTINS;Rio dos Bois;29670.2109375;2136;13890.54980469;TO;NORTE
4930;ESPIRITO SANTO;Piúma;127082.0078125;17212;7383.33984375;ES;SUDESTE
4931;SÃO PAULO;Birigui;1409186.625;110911;12705.55957031;;
4932;MATO GROSSO;Sorriso;2339762.25;60028;38977.8515625;MT;CENTRO-OESTE
4933;MINAS GERAIS;Bicas;95820.9765625;14309;6696.54980469;MG;SUDESTE
4934;TOCANTINS;Novo Alegre;14066.19335938;1802;7805.87988281;TO;NORTE
4935;ESPIRITO SANTO;Viana;893107.0;60829;14682.25976562;ES;SUDESTE
4936;MINAS GERAIS;Barão de Cocais;349174.84375;28074;12437.66015625;MG;SUDESTE
4937;SANTA CATARINA;Nova Trento;169361.8125;12025;14084.13964844;SC;SUL
4938;RIO GRANDE DO SUL;Cruzaltense;28069.95703125;2266;12387.45019531;RS;SUL
4939;SÃO PAULO;Franco da Rocha;1564532.625;131366;11909.71972656;;
4940;MINAS GERAIS;Luz;245971.703125;17835;13791.51953125;MG;SUDESTE
4941;MINAS GERAIS;Cristiano Otoni;37144.7109375;5039;7371.43994141;MG;SUDESTE
4942;PIAUÍ;Luzilândia;84202.2109375;25099;3354.80004883;;
4943;SÃO PAULO;Herculândia;113647.359375;9125;12454.50976562;;
4944;SÃO PAULO;São Simão;217419.265625;14329;15173.37011719;;
4945;SERGIPE;Simão Dias;238324.46875;38343;6215.58984375;SE;NORDESTE
4946;PARANÁ;Palmas;415964.96875;43409;9582.45996094;;
4947;RIO DE JANEIRO;Mesquita;1506850.625;190056;7928.45996094;RJ;SUDESTE
4948;PARÁ;Pau_D'Arco;36384.5546875;6522;5578.74023438;;
4949;GOIÁS;Colinas do Sul;21580.93164062;4026;5360.39013672;;
4950;MINAS GERAIS;Piedade de Ponte Nova;31068.96875;4273;7271.0;MG;SUDESTE
